,party,votes,district,candidate,parish,n_rep,n_other,sex,n_dem,n_can,n_nopty,year,position,estimate_confidence
1869,REP,8299," 3rd Judicial District Court, Div. B","""Tommy"" Rogers ",Multi-Parish Race,2,0,m,1,3,0,2014,District Judge,0.9841493187805505
1870,DEM,8454," 3rd Judicial District Court, Div. B",Lewis Jones ,Multi-Parish Race,2,0,m,1,3,0,2014,District Judge,0.9923541212747826
1871,REP,4625," 3rd Judicial District Court, Div. B",Tyler Storms ,Multi-Parish Race,2,0,m,1,3,0,2014,District Judge,0.978181133257459
1872,DEM,1748," 4th Judicial District Court, ES 1, Div. H",James Ross ,Ouachita,0,0,m,3,3,0,2014,District Judge,0.9948946927250034
1873,DEM,5460," 4th Judicial District Court, ES 1, Div. H",Larry D. Jefferson ,Ouachita,0,0,m,3,3,0,2014,District Judge,0.9947791551761931
1874,DEM,1733," 4th Judicial District Court, ES 1, Div. H",Sophia Dixon Brown ,Ouachita,0,0,f,3,3,0,2014,District Judge,0.9970010768145237
1875,DEM,2624," 4th Judicial District Court, ES 1, Div. J",Clara Etta Toombs ,Ouachita,0,0,f,2,2,0,2014,District Judge,0.9969716936525961
1876,DEM,6081," 4th Judicial District Court, ES 1, Div. J",Robert C. Johnson ,Ouachita,0,0,m,2,2,0,2014,District Judge,0.9952560453690997
1877,REP,9377," 5th Judicial District Court, Div. C","""Steve"" Dean ",Multi-Parish Race,3,0,m,0,3,0,2016,District Judge,0.9956905469526298
1878,REP,8020," 5th Judicial District Court, Div. C",Clay Hamilton ,Multi-Parish Race,3,0,m,0,3,0,2016,District Judge,0.9931191736559304
1879,REP,3931," 5th Judicial District Court, Div. C",Dawn Hendrix Mims ,Multi-Parish Race,3,0,f,0,3,0,2016,District Judge,0.9967481130344426
1880,DEM,3272," 7th Judicial District Court, Div. B","Jack H. McLemore, Jr. ",Multi-Parish Race,0,0,m,3,3,0,2014,District Judge,0.9950907746032579
1881,DEM,5040," 7th Judicial District Court, Div. B",John Reeves ,Multi-Parish Race,0,0,m,3,3,0,2014,District Judge,0.9954070242261275
1882,DEM,1743," 7th Judicial District Court, Div. B",Ronnie O. McMillin ,Multi-Parish Race,0,0,m,3,3,0,2014,District Judge,0.9618753296503548
1883,REP,18405," 9th JDC, Subdistrict 2, Div. G","""Greg"" Beard ",Rapides,1,0,m,2,3,0,2014,District Judge,0.9979087528887036
1884,DEM,7969," 9th JDC, Subdistrict 2, Div. G","Charles ""Greg"" Gravel ",Rapides,1,0,m,2,3,0,2014,District Judge,0.9940010817081071
1885,DEM,7968," 9th JDC, Subdistrict 2, Div. G",Harry Randow ,Rapides,1,0,m,2,3,0,2014,District Judge,0.9941609442163457
1886,DEM,3017," 9th Judicial District Court, ES 1, Div. A","""M."" Rauls ",Rapides,0,0,,4,4,0,2014,District Judge,0
1887,DEM,1199," 9th Judicial District Court, ES 1, Div. A","Clifton J. Spears, Jr. ",Rapides,0,0,m,4,4,0,2014,District Judge,0.9932547664818037
1888,DEM,2542," 9th Judicial District Court, ES 1, Div. A",Monique Metoyer ,Rapides,0,0,f,4,4,0,2014,District Judge,0.9941370493820461
1889,DEM,2237," 9th Judicial District Court, ES 1, Div. A",Tiffany N. Sanders ,Rapides,0,0,f,4,4,0,2014,District Judge,0.9959200169061143
1890,DEM,6836,"10th Judicial District Court, Div. A",Desiree Dyess ,Natchitoches,0,1,f,1,2,0,2014,District Judge,0.9964664811888327
1891,OTHER,5589,"10th Judicial District Court, Div. A",Robert Owsley ,Natchitoches,0,1,m,1,2,0,2014,District Judge,0.9952560453690997
1892,DEM,5056,"12th Judicial District Court, Division A",Andrea Ducote Aymond ,Avoyelles,1,0,f,2,3,0,2014,District Judge,0.985496611832086
1893,REP,1921,"12th Judicial District Court, Division A",Barry Laiche ,Avoyelles,1,0,m,2,3,0,2014,District Judge,0.9951083671315415
1894,DEM,6246,"12th Judicial District Court, Division A",Kerry Spruill ,Avoyelles,1,0,,2,3,0,2014,District Judge,0
1895,DEM,2985,"13th Judicial District Court, Division A","""Tony"" Dupre ",Evangeline,0,0,m,3,3,0,2014,District Judge,0.987780862229734
1896,DEM,6448,"13th Judicial District Court, Division A",Gary J. Ortego ,Evangeline,0,0,m,3,3,0,2014,District Judge,0.9959022097468163
1897,DEM,2548,"13th Judicial District Court, Division A",Gilbert Aucoin ,Evangeline,0,0,m,3,3,0,2014,District Judge,0.9935804420162243
1898,REP,3950,"14th Judicial District Court, ES 3, Div. A",David Palay ,Calcasieu,2,0,m,1,3,0,2014,District Judge,0.9958660209367381
1899,DEM,6113,"14th Judicial District Court, ES 3, Div. A","Oliver ""Jackson"" Schrumpf ",Calcasieu,2,0,m,1,3,0,2014,District Judge,0.9908237436156646
1900,REP,8801,"14th Judicial District Court, ES 3, Div. A","William Mitchell ""Mitch"" Redd ",Calcasieu,2,0,m,1,3,0,2014,District Judge,0.9953311467968323
1901,DEM,3243,"15th Judicial District Court, ES 2, Div. E",Mark Allen Babineaux ,Lafayette,0,0,m,3,3,0,2014,District Judge,0.9964442833016813
1902,DEM,3758,"15th Judicial District Court, ES 2, Div. E",Michelle Meaux Breaux ,Lafayette,0,0,f,3,3,0,2014,District Judge,0.9960079750961018
1903,DEM,2171,"15th Judicial District Court, ES 2, Div. E",Valerie Gotch Garrett ,Lafayette,0,0,f,3,3,0,2014,District Judge,0.9968834026272133
1904,REP,26384,"15th Judicial District Court, ES 3, Div. M","""Charlie"" Fitzgerald ",Lafayette,2,0,m,0,2,0,2014,District Judge,0.9262975410868247
1905,REP,24781,"15th Judicial District Court, ES 3, Div. M",Susan Theall ,Lafayette,2,0,f,0,2,0,2014,District Judge,0.9978852821927581
1906,DEM,4096,"15th Judicial District Court, ES 4, Div. F","""Mike"" Goss ",Acadia,0,0,m,4,4,0,2014,District Judge,0.9962674737321997
1907,DEM,3120,"15th Judicial District Court, ES 4, Div. F",Burleigh Doga ,Acadia,0,0,m,4,4,0,2014,District Judge,1.0
1908,DEM,9377,"15th Judicial District Court, ES 4, Div. F",David M. Smith ,Acadia,0,0,m,4,4,0,2014,District Judge,0.9958660209367381
1909,DEM,3010,"15th Judicial District Court, ES 4, Div. F",Jack Nickel ,Acadia,0,0,m,4,4,0,2014,District Judge,0.9950907746032579
1910,DEM,3442,"15th Judicial District Court, ES 5, Div. G","Burton P. ""Crawdaddy"" Guidry ",Vermilion,0,0,m,2,2,0,2014,District Judge,0.9987073258511525
1911,DEM,14132,"15th Judicial District Court, ES 5, Div. G",Laurie A. Hulin ,Vermilion,0,0,f,2,2,0,2014,District Judge,0.9939146060826866
1912,DEM,1816,"16th Judicial District Court, ES 1, Div. G","""Tai"" Porter-Green ",Multi-Parish Race,0,0,f,3,3,0,2014,District Judge,0.6016256066802128
1913,DEM,4815,"16th Judicial District Court, ES 1, Div. G",Curtis Sigur ,Multi-Parish Race,0,0,m,3,3,0,2014,District Judge,0.9911811561390508
1914,DEM,4850,"16th Judicial District Court, ES 1, Div. G",Lucretia Pecantte ,Multi-Parish Race,0,0,f,3,3,0,2014,District Judge,1.0
1915,DEM,3874,"16th Judicial District Court, ES 1, Div. H",Alisia Johnson Butler ,Multi-Parish Race,0,1,f,2,3,0,2014,District Judge,1.0
1916,OTHER,1077,"16th Judicial District Court, ES 1, Div. H",Carolyn Deal ,Multi-Parish Race,0,1,f,2,3,0,2014,District Judge,0.9973375107012017
1917,DEM,6594,"16th Judicial District Court, ES 1, Div. H",Lori A. Landry ,Multi-Parish Race,0,1,f,2,3,0,2014,District Judge,0.9975536608881623
1918,REP,21470,"16th Judicial District Court, ES 2, Div. A","Anthony ""Tony"" Thibodeaux ",Multi-Parish Race,2,0,m,0,2,0,2014,District Judge,0.9931330989707974
1919,REP,19472,"16th Judicial District Court, ES 2, Div. A",Dean M. Wattigny ,Multi-Parish Race,2,0,m,0,2,0,2014,District Judge,0.9865452164025719
1920,REP,11704,"17th Judicial District Court, Division B","""Steve"" Miller ",Lafourche,2,0,m,1,3,0,2014,District Judge,0.9956905469526298
1921,DEM,8253,"17th Judicial District Court, Division B","Anthony P. ""Tony"" Lewis ",Lafourche,2,0,m,1,3,0,2014,District Judge,0.9931330989707974
1922,REP,8702,"17th Judicial District Court, Division B",John J. Erny III ,Lafourche,2,0,m,1,3,0,2014,District Judge,0.9954070242261275
1923,DEM,8509,"19th Judicial District Court, ES 1, Div. J",Alfred C. Williams ,East Baton Rouge,0,0,m,3,3,0,2014,District Judge,0.9928479479282417
1924,DEM,1716,"19th Judicial District Court, ES 1, Div. J",Gideon T. Carter III ,East Baton Rouge,0,0,m,3,3,0,2014,District Judge,1.0
1925,DEM,14974,"19th Judicial District Court, ES 1, Div. J",Trudy White ,East Baton Rouge,0,0,f,3,3,0,2014,District Judge,0.9998500647678564
1926,DEM,14288,"19th Judicial District Court, ES 1, Div. K",Bonnie Jackson ,East Baton Rouge,0,0,f,3,3,0,2014,District Judge,0.9930756593040599
1927,DEM,2387,"19th Judicial District Court, ES 1, Div. K",Nina S. Hunter ,East Baton Rouge,0,0,f,3,3,0,2014,District Judge,0.9972877234324337
1928,DEM,6834,"19th Judicial District Court, ES 1, Div. K",Tiffany Foxworth ,East Baton Rouge,0,0,f,3,3,0,2014,District Judge,0.9959200169061143
1929,DEM,23628,"19th Judicial District Court, ES 2, Div. A",Colette M. Greggs ,East Baton Rouge,1,0,f,1,2,0,2014,District Judge,1.0
1930,REP,26545,"19th Judicial District Court, ES 2, Div. A",Todd Hernandez ,East Baton Rouge,1,0,m,1,2,0,2014,District Judge,0.9958208312457597
1931,DEM,22239,"19th Judicial District Court, ES 2, Div. G",Joyce Plummer ,East Baton Rouge,1,0,f,1,2,0,2014,District Judge,0.9966419470486259
1932,REP,26445,"19th Judicial District Court, ES 2, Div. G",Richard D. Anderson ,East Baton Rouge,1,0,m,1,2,0,2014,District Judge,0.9957745171215943
1933,REP,21503,"19th Judicial District Court, ES 2, Div. L","""Trae"" Welch ",East Baton Rouge,1,0,m,1,2,0,2014,District Judge,0.9821707183413751
1934,DEM,28528,"19th Judicial District Court, ES 2, Div. L","Michael R. ""Mike"" Erwin ",East Baton Rouge,1,0,m,1,2,0,2014,District Judge,0.9942998490435268
1935,REP,9734,"19th Judicial District Court, ES 2, Div. M","""Mike"" Davis ",East Baton Rouge,4,0,m,1,5,0,2014,District Judge,0.9962674737321997
1936,REP,14754,"19th Judicial District Court, ES 2, Div. M",Beau Higginbotham ,East Baton Rouge,4,0,m,1,5,0,2014,District Judge,0.9910182159304541
1937,DEM,21751,"19th Judicial District Court, ES 2, Div. M",Cleveland Coon ,East Baton Rouge,4,0,m,1,5,0,2014,District Judge,0.9945119950075678
1938,REP,3893,"19th Judicial District Court, ES 2, Div. M",Jamie Morain Zanovec ,East Baton Rouge,4,0,f,1,5,0,2014,District Judge,0.7564943833665181
1939,REP,801,"19th Judicial District Court, ES 2, Div. M","R. ""Chris"" Oetjens ",East Baton Rouge,4,0,m,1,5,0,2014,District Judge,0.83895278593768
1940,REP,24731,"19th Judicial District Court, ES 3, Div. I","""Randy"" Piedrahita ",East Baton Rouge,2,0,m,0,2,0,2014,District Judge,0.983812860653693
1941,REP,34643,"19th Judicial District Court, ES 3, Div. I","R. Michael ""Mike"" Caldwell ",East Baton Rouge,2,0,m,0,2,0,2014,District Judge,0.9942998490435268
1942,DEM,6299,"20th Judicial District Court, Division A","""Betsy"" Jones ",Multi-Parish Race,0,0,f,2,2,0,2014,District Judge,0.9997970545655
1943,DEM,6286,"20th Judicial District Court, Division A",Sydney Picou Walker ,Multi-Parish Race,0,0,f,2,2,0,2014,District Judge,0.8177347825972461
1944,REP,35418,"21st Judicial District Court, Division A","""Jeff"" Johnson ",Multi-Parish Race,3,0,m,0,3,0,2014,District Judge,0.9975337558942067
1945,REP,21122,"21st Judicial District Court, Division A","Michael ""Mike"" Betts ",Multi-Parish Race,3,0,m,0,3,0,2014,District Judge,0.9942998490435268
1946,REP,15314,"21st Judicial District Court, Division A",Russell Beall ,Multi-Parish Race,3,0,m,0,3,0,2014,District Judge,0.9948492922536096
1947,REP,24305,"21st Judicial District Court, Division J","""Jeff"" Cashe ",Multi-Parish Race,3,0,m,0,3,0,2014,District Judge,0.9975337558942067
1948,REP,28739,"21st Judicial District Court, Division J",C. Glenn Westmoreland ,Multi-Parish Race,3,0,m,0,3,0,2014,District Judge,0.993056409614462
1949,REP,20066,"21st Judicial District Court, Division J",Jenel Guidry Secrease ,Multi-Parish Race,3,0,f,0,3,0,2014,District Judge,1.0
1950,REP,65642,"22nd Judicial District Court, Division L",Dawn Amacker ,Multi-Parish Race,2,0,f,0,2,0,2014,District Judge,0.9967481130344426
1951,REP,23665,"22nd Judicial District Court, Division L",Nanine McCool ,Multi-Parish Race,2,0,f,0,2,0,2014,District Judge,1.0
1952,REP,21993,"23rd Judicial District Court, ES 2, Div. A",Jason M. Verdigets ,Multi-Parish Race,1,1,m,0,2,0,2014,District Judge,0.9942578919054537
1953,OTHER,21481,"23rd Judicial District Court, ES 2, Div. A",O'Neil Parenton ,Multi-Parish Race,1,1,,0,2,0,2014,District Judge,0
1954,REP,15154,"23rd Judicial District Court, ES 2, Div. C",Bruce E. Unangst II ,Multi-Parish Race,2,0,m,0,2,0,2014,District Judge,0.9961559730038894
1955,REP,25962,"23rd Judicial District Court, ES 2, Div. C",Tess Percy Stromberg ,Multi-Parish Race,2,0,f,0,2,0,2014,District Judge,1.0
1956,REP,11139,"24th Judicial District Court, ES 1, Div. O",Danyelle Taylor ,Jefferson,3,1,f,0,4,0,2014,District Judge,0.9885229137934854
1957,OTHER,7101,"24th Judicial District Court, ES 1, Div. O",Frank Buck ,Jefferson,3,1,m,0,4,0,2014,District Judge,0.9943891786097325
1958,REP,5475,"24th Judicial District Court, ES 1, Div. O",John E. Sudderth ,Jefferson,3,1,m,0,4,0,2014,District Judge,0.9954070242261275
1959,REP,9207,"24th Judicial District Court, ES 1, Div. O","Thomas P. Anzelmo, Jr. ",Jefferson,3,1,m,0,4,0,2014,District Judge,0.995826643361949
1960,DEM,14397,"24th Judicial District Court, ES 2, Div. F",Juan Labadie ,Jefferson,1,0,m,1,2,0,2014,District Judge,0.9877307855673906
1961,REP,51511,"24th Judicial District Court, ES 2, Div. F",Michael P. Mentz ,Jefferson,1,0,m,1,2,0,2014,District Judge,0.9942998490435268
1962,DEM,6579,"24th Judicial District Court, ES 3, Div. G",Adrian Adams ,Jefferson,0,0,m,2,3,1,2014,District Judge,0.8690607348475092
1963,DEM,4064,"24th Judicial District Court, ES 3, Div. G",Angel Varnado ,Jefferson,0,0,,2,3,1,2014,District Judge,0
1964,NOPTY,1765,"24th Judicial District Court, ES 3, Div. G","Theresa ""Terri"" Miles ",Jefferson,0,0,f,2,3,1,2014,District Judge,0.9970942613647248
1965,DEM,2880,"27th Judicial District Court, ES 3, Div. D","Francis A. ""Frank"" Olivier III ",St. Landry,0,0,m,2,2,0,2014,District Judge,0.9078817450491038
1966,DEM,6430,"27th Judicial District Court, ES 3, Div. D",Jason Meche ,St. Landry,0,0,m,2,2,0,2014,District Judge,0.9942578919054537
1967,DEM,4730,"27th Judicial District Court, ES 4, Div. B",Gerard Caswell ,St. Landry,0,0,m,2,2,0,2014,District Judge,0.9975414968244443
1968,DEM,1591,"27th Judicial District Court, ES 4, Div. B",Scherri Guidry ,St. Landry,0,0,f,2,2,0,2014,District Judge,1.0
1969,REP,7440,"29th Judicial District Court, Division E",Michele R. Morel ,St. Charles,1,0,f,1,2,0,2014,District Judge,0.9915387317241088
1970,DEM,11611,"29th Judicial District Court, Division E","Timothy ""Tim"" Marcel ",St. Charles,1,0,m,1,2,0,2014,District Judge,0.9951862482476594
1971,REP,5038,"30th Judicial District Court, Division B",Anthony Eaves ,Vernon,1,0,m,2,4,1,2014,District Judge,0.9931330989707974
1972,NOPTY,2212,"30th Judicial District Court, Division B",Clay Williams ,Vernon,1,0,m,2,4,1,2014,District Judge,0.9931191736559304
1973,DEM,2969,"30th Judicial District Court, Division B",Tony C. Tillman ,Vernon,1,0,m,2,4,1,2014,District Judge,0.987780862229734
1974,DEM,1137,"30th Judicial District Court, Division B",Wayne Bush ,Vernon,1,0,m,2,4,1,2014,District Judge,0.9952555487040492
1975,DEM,2944,"33rd Judicial District Court, Division B",Chad Guidry ,Allen,0,0,m,2,2,0,2014,District Judge,0.9949966789288132
1976,DEM,4360,"33rd Judicial District Court, Division B",David Deshotels ,Allen,0,0,m,2,2,0,2014,District Judge,0.9958660209367381
1977,DEM,2778,"34th Judicial District Court, Division A",Leola Anderson ,St. Bernard,0,0,f,2,2,0,2014,District Judge,0.9990042188436126
1978,DEM,8831,"34th Judicial District Court, Division A","Robert A. ""Bob"" Buckley ",St. Bernard,0,0,m,2,2,0,2014,District Judge,0.9952560453690997
1979,DEM,3792,"34th Judicial District Court, Division C",Darren Roy ,St. Bernard,2,0,m,1,3,0,2014,District Judge,0.9929285843801665
1980,REP,2510,"34th Judicial District Court, Division C",Gregory Noto ,St. Bernard,2,0,m,1,3,0,2014,District Judge,0.9953165996883814
1981,REP,5383,"34th Judicial District Court, Division C",Kim Cooper Jones ,St. Bernard,2,0,f,1,3,0,2014,District Judge,0.8567083473631981
1982,OTHER,947,37th Judicial District Court,"""Wes"" Burns ",Caldwell,0,2,m,0,2,0,2014,District Judge,1.0
1983,OTHER,2982,37th Judicial District Court,Ashley Paul Thomas ,Caldwell,0,2,f,0,2,0,2014,District Judge,0.9734328226670941
1984,NOPTY,2216,"40th Judicial District Court, ES 1, Div. B","""Jeff"" Perilloux ",St. John The Baptist,0,0,m,1,3,2,2016,District Judge,0.9975337558942067
1985,DEM,1474,"40th Judicial District Court, ES 1, Div. B","""Rob"" Snyder, Jr. ",St. John The Baptist,0,0,m,1,3,2,2016,District Judge,1.0
1986,DEM,3098,"40th Judicial District Court, ES 1, Div. B",Mary Hotard Becnel ,St. John The Baptist,0,0,f,2,2,0,2014,District Judge,0.9968311527897354
1987,NOPTY,2175,"40th Judicial District Court, ES 1, Div. B",Nghana Lewis Gauff ,St. John The Baptist,0,0,,1,3,2,2016,District Judge,0
1988,DEM,719,"40th Judicial District Court, ES 1, Div. B",Rob Snyder ,St. John The Baptist,0,0,m,2,2,0,2014,District Judge,1.0
1989,DEM,1193,"42nd Judicial District Court, Division A",Adrienne D. White ,De Soto,0,0,f,3,4,1,2016,District Judge,0.9951767428388498
1990,NOPTY,6777,"42nd Judicial District Court, Division A",Amy Burford McCartney ,De Soto,0,0,f,3,4,1,2016,District Judge,0.9972213438294389
1991,DEM,3023,"42nd Judicial District Court, Division A",Brenda Ford ,De Soto,0,0,f,3,4,1,2016,District Judge,0.996823051189346
1992,DEM,1922,"42nd Judicial District Court, Division A",John Evans ,De Soto,0,0,m,3,4,1,2016,District Judge,0.9954070242261275
1993,REP,3189,"42nd Judicial District Court, Division A","Lucien Marioneaux, Jr. ",De Soto,1,0,m,0,2,1,2014,District Judge,1.0
1994,NOPTY,6315,"42nd Judicial District Court, Division A",Robert Burgess ,De Soto,1,0,m,0,2,1,2014,District Judge,0.9952560453690997
1995,REP,14769,"1st Parish Court, Division B","""Pat"" Rooney ",Jefferson,5,1,f,0,6,0,2014,Judge,0.6253448564940995
1996,REP,3792,"1st Parish Court, Division B",Bryce Murray ,Jefferson,5,1,m,0,6,0,2014,Judge,0.9818311235646623
1997,REP,20010,"1st Parish Court, Division B","John ""Johnny"" Lee, Jr. ",Jefferson,5,1,m,0,6,0,2014,Judge,0.9954070242261275
1998,REP,13406,"1st Parish Court, Division B",Monique Lafontaine ,Jefferson,5,1,f,0,6,0,2014,Judge,0.9941370493820461
1999,REP,5996,"1st Parish Court, Division B",Stephen Petit ,Jefferson,5,1,m,0,6,0,2014,Judge,0.9960047410210257
2000,OTHER,10221,"1st Parish Court, Division B",Troy Broussard ,Jefferson,5,1,m,0,6,0,2014,Judge,0.986826494720816
2001,DEM,41793,"Civil District Court, Division D","Lloyd J. Medley, Jr. ",Orleans,0,0,m,2,2,0,2014,Judge,0.9934386288739964
2002,DEM,57749,"Civil District Court, Division D",Nakisha Ervin-Knott ,Orleans,0,0,f,2,2,0,2014,Judge,1.0
2003,DEM,57411,"Civil District Court, Division F","""Chris"" Bruno ",Orleans,0,0,m,2,2,0,2014,Judge,0.83895278593768
2004,DEM,45559,"Civil District Court, Division F",Ruth Ramsey ,Orleans,0,0,f,2,2,0,2014,Judge,0.9967763799252605
2005,DEM,74619,"Civil District Court, Domestic Section 1",Bernadette D'Souza ,Orleans,0,0,f,2,2,0,2014,Judge,0.9985122899769366
2006,DEM,21072,"Civil District Court, Domestic Section 1",Taetrece Harrison ,Orleans,0,0,,2,2,0,2014,Judge,0
2007,DEM,32695,"Civil District Court, Domestic Section 2 For Reg. and Unexp. Term",Janet Ahern ,Orleans,0,0,f,3,3,0,2014,Judge,0.9975268981991599
2008,DEM,25055,"Civil District Court, Domestic Section 2 For Reg. and Unexp. Term",Michelle Scott-Bennett ,Orleans,0,0,f,3,3,0,2014,Judge,0.9960079750961018
2009,DEM,37405,"Civil District Court, Domestic Section 2 For Reg. and Unexp. Term",Monique Barial ,Orleans,0,0,f,3,3,0,2014,Judge,0.9941370493820461
2010,DEM,37408,"Criminal District Court, Section D",Dennis W. Moore ,Orleans,0,0,m,3,3,0,2016,Judge,0.9956785768367803
2011,DEM,50592,"Criminal District Court, Section D","Frank A. Marullo, Jr. ",Orleans,0,0,m,3,3,0,2014,Judge,0.9943891786097325
2012,DEM,23960,"Criminal District Court, Section D",Graham Bosworth ,Orleans,0,0,m,3,3,0,2014,Judge,0.9972204938769494
2013,DEM,43794,"Criminal District Court, Section D",Kevin Guillory ,Orleans,0,0,m,3,3,0,2016,Judge,0.9945180647631703
2014,DEM,24039,"Criminal District Court, Section D",Marie Williams ,Orleans,0,0,f,3,3,0,2014,Judge,0.9954998725832315
2015,DEM,55117,"Criminal District Court, Section D",Paul A. Bonin ,Orleans,0,0,m,3,3,0,2016,Judge,0.995449657970713
2016,DEM,64708,"Criminal District Court, Section G",Byron C. Williams ,Orleans,0,0,m,2,2,0,2014,Judge,0.9942941233344039
2017,DEM,31279,"Criminal District Court, Section G",Paul N. Sens ,Orleans,0,0,m,2,2,0,2014,Judge,0.995449657970713
2018,REP,44473,"Juvenile Court, Elec. Sect. 1A",Adam J. Haney ,East Baton Rouge,1,0,m,2,3,0,2014,Judge,0.9950243593634991
2019,DEM,12249,"Juvenile Court, Elec. Sect. 1A",Dedrick Moore ,East Baton Rouge,1,0,m,2,3,0,2014,Judge,0.9931314972838642
2020,DEM,31555,"Juvenile Court, Elec. Sect. 1A",Kathleen Stewart Richey ,East Baton Rouge,1,0,f,2,3,0,2014,Judge,0.9977045573946911
2021,DEM,7097,"Juvenile Court, Elec. Sect. 1C","Andrew Randall, Jr. ",Caddo,0,0,m,4,4,0,2016,Judge,0.9946892609963865
2022,DEM,2655,"Juvenile Court, Elec. Sect. 1C",Carlos D. Prudhomme ,Caddo,0,0,m,4,4,0,2016,Judge,0.9881293849616541
2023,DEM,9882,"Juvenile Court, Elec. Sect. 1C",Ree J. Casey-Jones ,Caddo,0,0,f,4,4,0,2016,Judge,0.977489821155737
2024,DEM,3268,"Juvenile Court, Elec. Sect. 1C",Trina Chu ,Caddo,0,0,f,4,4,0,2016,Judge,0.999047570488838
2025,DEM,13388,"Juvenile Court, Elec. Sect. 2B",Gail Adkins Grover ,East Baton Rouge,0,0,f,2,2,0,2014,Judge,0.978382195688619
2026,DEM,33783,"Juvenile Court, Elec. Sect. 2B","Pamela Taylor ""Pam"" Johnson ",East Baton Rouge,0,0,f,2,2,0,2014,Judge,0.9977921444613246
2027,DEM,14519,"Juvenile Court, Section E","""Niki"" Roberts ",Orleans,0,0,f,6,6,0,2014,Judge,0.9642785471331318
2028,DEM,14005,"Juvenile Court, Section E",Cynthia D. Samuel ,Orleans,0,0,f,6,6,0,2014,Judge,0.9973470256055875
2029,DEM,26830,"Juvenile Court, Section E",Desiree Cook-Calvin ,Orleans,0,0,f,6,6,0,2014,Judge,0.9964664811888327
2030,DEM,19135,"Juvenile Court, Section E","Ernest ""Freddie"" Charbonnet ",Orleans,0,0,m,6,6,0,2014,Judge,0.9923010485161761
2031,DEM,6233,"Juvenile Court, Section E",Jacqueline Carroll-Gilds ,Orleans,0,0,f,6,6,0,2014,Judge,0.9966444848839354
2032,DEM,15503,"Juvenile Court, Section E",Yolanda King ,Orleans,0,0,f,6,6,0,2014,Judge,0.9947630909080831
2033,REP,58874,"2nd Circuit, 2nd Dist., Division C","""Jeff"" Cox ",Multi-Parish Race,2,0,m,0,2,0,2016,"Judge, Court of Appeal",0.9975337558942067
2034,REP,44604,"2nd Circuit, 2nd Dist., Division C",Jay Caraway ,Multi-Parish Race,2,0,m,0,2,0,2016,"Judge, Court of Appeal",0.9871461001024192
2035,DEM,51014,"3rd Circuit, 1st Dist., Division B","""Chris"" Peters ",Multi-Parish Race,0,0,m,2,2,0,2016,"Judge, Court of Appeal",0.83895278593768
2036,DEM,53627,"3rd Circuit, 1st Dist., Division B",Van Kyzar ,Multi-Parish Race,0,0,m,2,2,0,2016,"Judge, Court of Appeal",0.9329701744155356
2037,REP,32733,"3rd Circuit, 2nd Dist., Elec. Sec. 2A","""Jamie"" Yelverton ",Multi-Parish Race,2,0,f,0,2,0,2014,"Judge, Court of Appeal",0.7564943833665181
2038,REP,46933,"3rd Circuit, 2nd Dist., Elec. Sec. 2A",D. Kent Savoie ,Multi-Parish Race,2,0,m,0,2,0,2014,"Judge, Court of Appeal",0.9968755071123067
2039,DEM,49849,"4th Circuit, 1st District, Division D",Laurie White ,Orleans,0,0,f,2,2,0,2016,"Judge, Court of Appeal",0.9939146060826866
2040,DEM,94436,"4th Circuit, 1st District, Division D",Regina Bartholomew-Woods ,Orleans,0,0,f,2,2,0,2016,"Judge, Court of Appeal",0.9963172247683137
2041,REP,14402,"Election Section 3, Division D",Annette Lassalle ,East Baton Rouge,2,0,f,0,2,0,2014,"Judge, Family Court",0.997042005382717
2042,REP,30203,"Election Section 3, Division D",Hunter Greene ,East Baton Rouge,2,0,m,0,2,0,2014,"Judge, Family Court",0.9726399068615393
2043,DEM,1913,1st Justice Court,Andrew Falcon ,Ascension,0,0,m,4,6,2,2014,Justice of the Peace,0.9946892609963865
2044,NOPTY,477,1st Justice Court,Billy Coleman ,East Carroll,0,0,m,4,6,2,2014,Justice of the Peace,0.9859946135442302
2045,DEM,1751,1st Justice Court,"Charles Brown, Sr. ",Ascension,0,0,m,4,6,2,2014,Justice of the Peace,0.9940010817081071
2046,DEM,1208,1st Justice Court,Laketha Lyons Lane ,East Carroll,0,0,f,4,6,2,2014,Justice of the Peace,1.0
2047,DEM,271,1st Justice Court,Linda Rancher Hawkins ,East Carroll,0,0,f,4,6,2,2014,Justice of the Peace,0.9976658690466881
2048,NOPTY,750,1st Justice Court,Lisa Holt ,East Carroll,0,0,f,4,6,2,2014,Justice of the Peace,0.9971870545600628
2049,REP,3529,1st Justice of the Peace Court,Bryan Fontenot ,Lafourche,1,0,m,2,3,0,2014,Justice of the Peace,0.9944598525935707
2050,DEM,2126,1st Justice of the Peace Court,"Melissa ""Missy"" Granier ",Lafourche,1,0,f,2,3,0,2014,Justice of the Peace,0.9965863442207525
2051,DEM,747,1st Justice of the Peace Court,Ronnie Winston ,Lafourche,1,0,m,2,3,0,2014,Justice of the Peace,0.9618753296503548
2052,DEM,974,1st Justice of the Peace Ward,Darryl A. Ovide ,Assumption,0,0,m,2,2,0,2014,Justice of the Peace,0.9869818525137977
2053,DEM,1926,1st Justice of the Peace Ward,Donna B. Booty ,Assumption,0,0,f,2,2,0,2014,Justice of the Peace,0.9976149216891862
