"","position","district","candidate","year","parish","party","votes","n_can","n_dem","n_rep","n_nopty","n_other","genoffice"
"1619","Council Members","Town of Montgomery (5 to be elected)","Delores LeBaron ",2014,"Grant","REP",161,9,1,1,3,4,"Council Members"
"1620","Council Members","Town of Montgomery (5 to be elected)","Jack B. Rushing ",2014,"Grant","OTHER",103,9,1,1,3,4,"Council Members"
"1621","Council Members","Town of Montgomery (5 to be elected)","Joy Seiple ",2014,"Grant","OTHER",48,9,1,1,3,4,"Council Members"
"1622","Council Members","Town of Montgomery (5 to be elected)","Releida James ",2014,"Grant","NOPTY",142,9,1,1,3,4,"Council Members"
"1623","Council Members","Town of Montgomery (5 to be elected)","Tamashia Nash ",2014,"Grant","NOPTY",84,9,1,1,3,4,"Council Members"
"1624","Council Members","Town of Montgomery (5 to be elected)","Von Gilcrease ",2014,"Grant","OTHER",117,9,1,1,3,4,"Council Members"
"1625","Council Members","Town of Montgomery (5 to be elected)","Wanda V. Perkins ",2014,"Grant","OTHER",89,9,1,1,3,4,"Council Members"
"1626","Council Members","Town of Woodworth (5 to be elected)","""B. J."" Carlin ",2014,"Rapides","DEM",276,8,3,5,0,0,"Council Members"
"1627","Council Members","Town of Woodworth (5 to be elected)","Adam Malcomb ",2014,"Rapides","DEM",101,8,3,5,0,0,"Council Members"
"1628","Council Members","Town of Woodworth (5 to be elected)","Charles Reich ",2014,"Rapides","REP",531,8,3,5,0,0,"Council Members"
"1629","Council Members","Town of Woodworth (5 to be elected)","Jimmie Cranford ",2014,"Rapides","REP",484,8,3,5,0,0,"Council Members"
"1630","Council Members","Town of Woodworth (5 to be elected)","Kevin Kitchen ",2014,"Rapides","REP",314,8,3,5,0,0,"Council Members"
"1631","Council Members","Town of Woodworth (5 to be elected)","Lisa Gunter-Aymond ",2014,"Rapides","DEM",362,8,3,5,0,0,"Council Members"
"1632","Council Members","Town of Woodworth (5 to be elected)","Michael Doiron ",2014,"Rapides","REP",494,8,3,5,0,0,"Council Members"
"1633","Council Members","Town of Woodworth (5 to be elected)","Tommy Melder ",2014,"Rapides","REP",555,8,3,5,0,0,"Council Members"
"1634","Council Members","Village of Anacoco (3 to be elected)","John Schraven ",2016,"Vernon","NOPTY",272,4,0,1,3,0,"Council Members"
"1635","Council Members","Village of Anacoco (3 to be elected)","LaVerne Miers ",2016,"Vernon","REP",337,4,0,1,3,0,"Council Members"
"1636","Council Members","Village of Anacoco (3 to be elected)","Mark Phillips ",2016,"Vernon","NOPTY",321,4,0,1,3,0,"Council Members"
"1637","Council Members","Village of Anacoco (3 to be elected)","Norman Eric Neal ",2016,"Vernon","NOPTY",185,4,0,1,3,0,"Council Members"
"1638","Council Members","Village of Tickfaw (3 to be elected)","""Ron"" Tanis ",2014,"Tangipahoa","OTHER",52,7,3,1,0,3,"Council Members"
"1639","Council Members","Village of Tickfaw (3 to be elected)","Guy J. Ribando ",2014,"Tangipahoa","DEM",109,7,3,1,0,3,"Council Members"
"1640","Council Members","Village of Tickfaw (3 to be elected)","Josephine ""Jo Marie"" McInnis ",2014,"Tangipahoa","REP",81,7,3,1,0,3,"Council Members"
"1641","Council Members","Village of Tickfaw (3 to be elected)","Michael Fedele ",2014,"Tangipahoa","OTHER",122,7,3,1,0,3,"Council Members"
"1642","Council Members","Village of Tickfaw (3 to be elected)","Norwood B. Durant ",2014,"Tangipahoa","DEM",54,7,3,1,0,3,"Council Members"
"1643","Council Members","Village of Tickfaw (3 to be elected)","Steve Galofaro ",2014,"Tangipahoa","OTHER",127,7,3,1,0,3,"Council Members"
"1644","Council Members","Village of Tickfaw (3 to be elected)","Toni Jean Abene Basso ",2014,"Tangipahoa","DEM",77,7,3,1,0,3,"Council Members"
"1645","Council Members","Village of Turkey Creek (3 to be elected)","""Joey"" Ducote ",2014,"Evangeline","DEM",126,4,4,0,0,0,"Council Members"
"1646","Council Members","Village of Turkey Creek (3 to be elected)","Billy ""Neal"" King, Jr. ",2014,"Evangeline","DEM",160,4,4,0,0,0,"Council Members"
"1647","Council Members","Village of Turkey Creek (3 to be elected)","Kenneth Johnson ",2014,"Evangeline","DEM",106,4,4,0,0,0,"Council Members"
"1648","Council Members","Village of Turkey Creek (3 to be elected)","Kurry W. Stewart ",2014,"Evangeline","DEM",164,4,4,0,0,0,"Council Members"
"1649","Councilman","District  1, Town of Ringgold","Adam Loud ",2014,"Bienville","DEM",15,2,2,0,0,0,"Councilman"
"1650","Councilman","District  1, Town of Ringgold","Kenya Iverson ",2014,"Bienville","DEM",85,2,2,0,0,0,"Councilman"
"1651","Councilman","District  2, City of Morgan City","Dean S. Adams ",2016,"St. Mary","NOPTY",400,2,0,1,1,0,"Councilman"
"1652","Councilman","District  2, City of Morgan City","Mark A. Stephens ",2016,"St. Mary","REP",403,2,0,1,1,0,"Councilman"
"1653","Councilman","District  2, Town of Ringgold","Dolores Alford ",2014,"Bienville","DEM",49,2,1,1,0,0,"Councilman"
"1654","Councilman","District  2, Town of Ringgold","Eddy Higginbotham ",2014,"Bienville","REP",55,2,1,1,0,0,"Councilman"
"1655","Councilman","District  3, City of Morgan City","""Ron"" Bias ",2016,"St. Mary","DEM",475,2,1,0,1,0,"Councilman"
"1656","Councilman","District  3, City of Morgan City","Joshua Loupe ",2016,"St. Mary","NOPTY",315,2,1,0,1,0,"Councilman"
"1657","Councilman","District  4, City of Morgan City","James R. Fontenot II ",2016,"St. Mary","REP",760,2,0,1,1,0,"Councilman"
"1658","Councilman","District  4, City of Morgan City","Thomas ""Tommy"" Minton ",2016,"St. Mary","NOPTY",415,2,0,1,1,0,"Councilman"
"1659","Councilman","District  A, City of Shreveport","Bobby Joe Cooper ",2014,"Multi-Parish Race","OTHER",612,4,3,0,0,1,"Councilman"
"1660","Councilman","District  A, City of Shreveport","Gregory Young ",2014,"Multi-Parish Race","DEM",1399,4,3,0,0,1,"Councilman"
"1661","Councilman","District  A, City of Shreveport","Rose Wilson McCulloch ",2014,"Multi-Parish Race","DEM",2412,4,3,0,0,1,"Councilman"
"1662","Councilman","District  A, City of Shreveport","Willie Bradford ",2014,"Multi-Parish Race","DEM",2415,4,3,0,0,1,"Councilman"
"1663","Councilman","District  B, City of Shreveport","""Jeff"" Everson ",2014,"Multi-Parish Race","DEM",2888,3,2,0,0,1,"Councilman"
"1664","Councilman","District  B, City of Shreveport","Craig B. Lee ",2014,"Multi-Parish Race","OTHER",680,3,2,0,0,1,"Councilman"
"1665","Councilman","District  B, City of Shreveport","Lynn D. Cawthorne ",2014,"Multi-Parish Race","DEM",2538,3,2,0,0,1,"Councilman"
"1666","Councilman","District  E, City of Shreveport","Benjamin P. Arnold ",2014,"Caddo","OTHER",265,4,1,1,0,2,"Councilman"
"1667","Councilman","District  E, City of Shreveport","Durwood Hendricks, Jr. ",2014,"Caddo","DEM",2920,4,1,1,0,2,"Councilman"
"1668","Councilman","District  E, City of Shreveport","James Flurry ",2014,"Caddo","REP",3261,4,1,1,0,2,"Councilman"
"1669","Councilman","District  E, City of Shreveport","Wanda Wright ",2014,"Caddo","OTHER",1049,4,1,1,0,2,"Councilman"
"1670","Councilman","District  F, City of Shreveport","James Edward Green ",2014,"Caddo","DEM",2381,3,3,0,0,0,"Councilman"
"1671","Councilman","District  F, City of Shreveport","Spencer Ray Stephens ",2014,"Caddo","DEM",244,3,3,0,0,0,"Councilman"
"1672","Councilman","District  F, City of Shreveport","Stephanie Lynch ",2014,"Caddo","DEM",2964,3,3,0,0,0,"Councilman"
"1673","Councilman","District  G, City of Shreveport","Bernie Woods, Sr. ",2014,"Caddo","DEM",1009,4,3,0,0,1,"Councilman"
"1674","Councilman","District  G, City of Shreveport","Billy Wayne ",2014,"Caddo","DEM",2056,4,3,0,0,1,"Councilman"
"1675","Councilman","District  G, City of Shreveport","Innis Addison ",2014,"Caddo","OTHER",457,4,3,0,0,1,"Councilman"
"1676","Councilman","District  G, City of Shreveport","Jerry Bowman, Jr. ",2014,"Caddo","DEM",4656,4,3,0,0,1,"Councilman"
"1677","Councilman","District 1, City of Walker","""Eric"" Cook ",2016,"Livingston","DEM",320,3,1,2,0,0,"Councilman"
"1678","Councilman","District 1, City of Walker","Bobby Font ",2016,"Livingston","REP",289,3,1,2,0,0,"Councilman"
"1679","Councilman","District 1, City of Walker","Marc Rager ",2016,"Livingston","REP",264,3,1,2,0,0,"Councilman"
"1680","Councilman","District 2, City of DeQuincy","Heather Clifton Royer ",2014,"Calcasieu","NOPTY",151,2,1,0,1,0,"Councilman"
"1681","Councilman","District 2, City of DeQuincy","Ronda Jacobs ",2014,"Calcasieu","DEM",196,2,1,0,1,0,"Councilman"
"1682","Councilman","District 2, City of Walker","David Clark ",2016,"Livingston","REP",590,2,1,1,0,0,"Councilman"
"1683","Councilman","District 2, City of Walker","Katrina Keller-Perkins ",2016,"Livingston","DEM",282,2,1,1,0,0,"Councilman"
"1684","Councilman","District 3, City of Alexandria","Cynthia Perry ",2016,"Rapides","DEM",1561,2,2,0,0,0,"Councilman"
"1685","Councilman","District 3, City of Alexandria","Jules Green ",2016,"Rapides","DEM",1691,2,2,0,0,0,"Councilman"
"1686","Councilman","District 3, City of Zachary","John Coghlan ",2014,"East Baton Rouge","REP",382,2,0,2,0,0,"Councilman"
"1687","Councilman","District 3, City of Zachary","Laura O'Brien ",2014,"East Baton Rouge","REP",892,2,0,2,0,0,"Councilman"
"1688","Councilman","District 4, City of Alexandria","Harry Silver ",2014,"Rapides","DEM",1878,3,2,1,0,0,"Councilman"
"1689","Councilman","District 4, City of Alexandria","Kevin Cavell ",2014,"Rapides","REP",674,3,2,1,0,0,"Councilman"
"1690","Councilman","District 4, City of Alexandria","Mary L. Wardsworth ",2014,"Rapides","DEM",656,3,2,1,0,0,"Councilman"
"1691","Councilman","District 4, City of Broussard","Gertrude N. Batiste ",2014,"Lafayette","DEM",171,2,2,0,0,0,"Councilman"
"1692","Councilman","District 4, City of Broussard","Harold Johnson ",2014,"Lafayette","DEM",150,2,2,0,0,0,"Councilman"
"1693","Councilman","District 4, City of Zachary","Benjamin Cavin ",2014,"East Baton Rouge","REP",663,2,1,1,0,0,"Councilman"
"1694","Councilman","District 4, City of Zachary","Sharon McKnight ",2014,"East Baton Rouge","DEM",274,2,1,1,0,0,"Councilman"
"1695","Councilman","District A, City of Bogalusa","George Williams ",2014,"Washington","DEM",120,3,3,0,0,0,"Councilman"
"1696","Councilman","District A, City of Bogalusa","Gloria W. Kates ",2014,"Washington","DEM",239,3,3,0,0,0,"Councilman"
"1697","Councilman","District A, City of Bogalusa","Penny Douglas Williams ",2014,"Washington","DEM",278,3,3,0,0,0,"Councilman"
"1698","Councilman","District A, City of Thibodaux","Eddie Hebert ",2014,"Lafourche","DEM",758,2,1,1,0,0,"Councilman"
"1699","Councilman","District A, City of Thibodaux","Eric J. Tabor ",2014,"Lafourche","REP",1128,2,1,1,0,0,"Councilman"
"1700","Councilman","District B, City of Bogalusa","Emma Dixon ",2014,"Washington","DEM",54,4,4,0,0,0,"Councilman"
"1701","Councilman","District B, City of Bogalusa","Justin Arnold ",2014,"Washington","DEM",164,4,4,0,0,0,"Councilman"
"1702","Councilman","District B, City of Bogalusa","Keith D. Merrill ",2014,"Washington","DEM",160,4,4,0,0,0,"Councilman"
"1703","Councilman","District B, City of Bogalusa","Tamira Moss Smith ",2014,"Washington","DEM",236,4,4,0,0,0,"Councilman"
"1704","Councilman","District C, City of Bogalusa","Brian McCree ",2014,"Washington","DEM",424,2,2,0,0,0,"Councilman"
"1705","Councilman","District C, City of Bogalusa","Oneita H. Graham ",2014,"Washington","DEM",293,2,2,0,0,0,"Councilman"
"1706","Councilman","District C, City of Minden","Magaline Quarles ",2014,"Webster","DEM",322,2,2,0,0,0,"Councilman"
"1707","Councilman","District C, City of Minden","Vincen ""Cheeze"" Bradford ",2014,"Webster","DEM",376,2,2,0,0,0,"Councilman"
"1708","Councilman","District C, City of Thibodaux","Constance T. Johnson ",2014,"Lafourche","DEM",729,2,2,0,0,0,"Councilman"
"1709","Councilman","District C, City of Thibodaux","Varick Taylor, Sr. ",2014,"Lafourche","DEM",515,2,2,0,0,0,"Councilman"
"1710","Councilman","District D, City of Bogalusa","Brian ""Bambi"" Mizell ",2016,"Washington","DEM",296,4,4,0,0,0,"Councilman"
"1711","Councilman","District D, City of Bogalusa","Scott Ard ",2016,"Washington","DEM",402,4,4,0,0,0,"Councilman"
"1712","Councilman","District D, City of Bogalusa","Stacey M. Tallitsch ",2016,"Washington","DEM",27,4,4,0,0,0,"Councilman"
"1713","Councilman","District D, City of Bogalusa","Warren Bolds, Jr. ",2016,"Washington","DEM",37,4,4,0,0,0,"Councilman"
"1714","Councilman","District D, City of Minden","""Mike"" Toland ",2014,"Webster","REP",603,2,0,2,0,0,"Councilman"
"1715","Councilman","District D, City of Minden","Terry ""T.G."" Gardner ",2014,"Webster","REP",339,2,0,2,0,0,"Councilman"
"1716","Councilman","District E, City of Bogalusa","Derik Thompson ",2014,"Washington","NOPTY",83,5,1,1,1,2,"Councilman"
"1717","Councilman","District E, City of Bogalusa","Edward Sartin, Sr. ",2014,"Washington","DEM",103,5,1,1,1,2,"Councilman"
"1718","Councilman","District E, City of Bogalusa","J. E. ""Big John"" Magee ",2014,"Washington","OTHER",78,5,1,1,1,2,"Councilman"
"1719","Councilman","District E, City of Bogalusa","Ronald Penton ",2014,"Washington","OTHER",16,5,1,1,1,2,"Councilman"
"1720","Councilman","District E, City of Bogalusa","Sherry Fortenberry ",2014,"Washington","REP",134,5,1,1,1,2,"Councilman"
"1721","Councilman","Metro District  2","Chauna Banks ",2016,"East Baton Rouge","DEM",5426,3,3,0,0,0,"Councilman"
"1722","Councilman","Metro District  2","Gregory Handy, Sr. ",2016,"East Baton Rouge","DEM",2587,3,3,0,0,0,"Councilman"
"1723","Councilman","Metro District  2","Ulysses ""Bones"" Addison ",2016,"East Baton Rouge","DEM",3651,3,3,0,0,0,"Councilman"
"1724","Councilman","Metro District  3","Chandler Loupe ",2016,"East Baton Rouge","REP",9099,2,1,1,0,0,"Councilman"
"1725","Councilman","Metro District  3","Rani Whitfield ",2016,"East Baton Rouge","DEM",4295,2,1,1,0,0,"Councilman"
"1726","Councilman","Metro District  4","Maranda White ",2016,"East Baton Rouge","DEM",3578,2,1,1,0,0,"Councilman"
"1727","Councilman","Metro District  4","Scott Wilson ",2016,"East Baton Rouge","REP",11610,2,1,1,0,0,"Councilman"
"1728","Councilman","Metro District  5","""Abi"" Winget ",2016,"East Baton Rouge","DEM",161,5,4,1,0,0,"Councilman"
"1729","Councilman","Metro District  5","""Joe"" Dorsey ",2016,"East Baton Rouge","REP",874,5,4,1,0,0,"Councilman"
"1730","Councilman","Metro District  5","Daniel Banguel ",2016,"East Baton Rouge","DEM",2588,5,4,1,0,0,"Councilman"
"1731","Councilman","Metro District  5","Erika L. Green ",2016,"East Baton Rouge","DEM",5416,5,4,1,0,0,"Councilman"
"1732","Councilman","Metro District  5","Linda Dewey ",2016,"East Baton Rouge","DEM",3852,5,4,1,0,0,"Councilman"
"1733","Councilman","Metro District  7","Daniel Causey II ",2016,"East Baton Rouge","OTHER",1844,5,4,0,0,1,"Councilman"
"1734","Councilman","Metro District  7","Elvin Sterling, Jr. ",2016,"East Baton Rouge","DEM",2598,5,4,0,0,1,"Councilman"
"1735","Councilman","Metro District  7","Hazel Bradley-Averhart ",2016,"East Baton Rouge","DEM",2569,5,4,0,0,1,"Councilman"
"1736","Councilman","Metro District  7","LaMont Cole ",2016,"East Baton Rouge","DEM",4701,5,4,0,0,1,"Councilman"
"1737","Councilman","Metro District  7","Tyronn Thomas ",2016,"East Baton Rouge","DEM",958,5,4,0,0,1,"Councilman"
"1738","Councilman","Metro District  8","""Buddy"" Amoroso ",2016,"East Baton Rouge","REP",8489,3,2,1,0,0,"Councilman"
"1739","Councilman","Metro District  8","Antoine Pierce ",2016,"East Baton Rouge","DEM",2922,3,2,1,0,0,"Councilman"
"1740","Councilman","Metro District  8","Wendell Piper ",2016,"East Baton Rouge","DEM",1396,3,2,1,0,0,"Councilman"
"1741","Councilman","Metro District  9","""Jim"" Mora ",2016,"East Baton Rouge","DEM",3330,5,3,2,0,0,"Councilman"
"1742","Councilman","Metro District  9","Dwight Hudson ",2016,"East Baton Rouge","REP",6509,5,3,2,0,0,"Councilman"
"1743","Councilman","Metro District  9","Eugene Collins ",2016,"East Baton Rouge","DEM",2002,5,3,2,0,0,"Councilman"
"1744","Councilman","Metro District  9","Kennedy Ugbo ",2016,"East Baton Rouge","DEM",374,5,3,2,0,0,"Councilman"
"1745","Councilman","Metro District  9","Kenneth Perret ",2016,"East Baton Rouge","REP",5580,5,3,2,0,0,"Councilman"
"1746","Councilman","Metro District 10","Leah Cullins ",2016,"East Baton Rouge","DEM",1619,5,4,0,1,0,"Councilman"
"1747","Councilman","Metro District 10","Lorri Burgess ",2016,"East Baton Rouge","DEM",2399,5,4,0,1,0,"Councilman"
"1748","Councilman","Metro District 10","Patricia Bennett-Briggs ",2016,"East Baton Rouge","NOPTY",640,5,4,0,1,0,"Councilman"
"1749","Councilman","Metro District 10","Tara Wicker ",2016,"East Baton Rouge","DEM",4108,5,4,0,1,0,"Councilman"
"1750","Councilman","Metro District 10","Terri Terrell Anderson ",2016,"East Baton Rouge","DEM",856,5,4,0,1,0,"Councilman"
"1751","Councilman","Metro District 11","Bonnie Budyach ",2016,"East Baton Rouge","REP",2653,3,0,3,0,0,"Councilman"
"1752","Councilman","Metro District 11","David Vincent ",2016,"East Baton Rouge","REP",3785,3,0,3,0,0,"Councilman"
"1753","Councilman","Metro District 11","Matthew ""Matt"" Watson ",2016,"East Baton Rouge","REP",7866,3,0,3,0,0,"Councilman"
"1754","Councilman","Metro District 12","Barbara Freiberg ",2016,"East Baton Rouge","REP",5519,6,1,3,1,1,"Councilman"
"1755","Councilman","Metro District 12","Corey Smith ",2016,"East Baton Rouge","REP",1205,6,1,3,1,1,"Councilman"
"1756","Councilman","Metro District 12","Rose ""Ree"" Williams Carey ",2016,"East Baton Rouge","DEM",4061,6,1,3,1,1,"Councilman"
"1757","Councilman","Metro District 12","Salvadore ""Sal"" Christina, Jr. ",2016,"East Baton Rouge","REP",3562,6,1,3,1,1,"Councilman"
"1758","Councilman","Metro District 12","Scott Cornelius ",2016,"East Baton Rouge","NOPTY",552,6,1,3,1,1,"Councilman"
"1759","Councilman","Metro District 12","Shane Zanders ",2016,"East Baton Rouge","OTHER",303,6,1,3,1,1,"Councilman"
"1760","Councilman","Town of Henderson","Gillray Patin ",2014,"St. Martin","REP",157,2,0,1,0,1,"Councilman"
"1761","Councilman","Town of Henderson","William ""Bill"" LeGrand ",2014,"St. Martin","OTHER",266,2,0,1,0,1,"Councilman"
"1762","Councilman at Large","City of Alexandria","""Jim"" Villard ",2014,"Rapides","DEM",5703,3,2,1,0,0,"Councilman at Large"
"1763","Councilman at Large","City of Alexandria","""Joe"" Fuller ",2016,"Rapides","DEM",8808,2,1,0,0,1,"Councilman at Large"
"1764","Councilman at Large","City of Alexandria","""Steve"" Coco ",2014,"Rapides","REP",3059,3,2,1,0,0,"Councilman at Large"
"1765","Councilman at Large","City of Alexandria","Leon ""Lee"" Rubin ",2016,"Rapides","OTHER",8199,2,1,0,0,1,"Councilman at Large"
"1766","Councilman at Large","City of Alexandria","Malcolm Larvadain ",2014,"Rapides","DEM",5973,3,2,1,0,0,"Councilman at Large"
"1767","Councilman at Large","Division B, City of Kenner","""Tom"" Willmott ",2016,"Jefferson","REP",13933,2,0,2,0,0,"Councilman at Large"
"1768","Councilman at Large","Division B, City of Kenner","Victor Amstutz ",2016,"Jefferson","REP",5232,2,0,2,0,0,"Councilman at Large"
"1769","Councilmen","City of Harahan (5 to be elected)","""Pat"" McDaniel ",2014,"Jefferson","REP",1460,10,0,10,0,0,"Councilmen"
"1770","Councilmen","City of Harahan (5 to be elected)","""Tim"" Baudier ",2014,"Jefferson","REP",1887,10,0,10,0,0,"Councilmen"
"1771","Councilmen","City of Harahan (5 to be elected)","Alan ""A. J."" Boudreaux ",2014,"Jefferson","REP",1269,10,0,10,0,0,"Councilmen"
"1772","Councilmen","City of Harahan (5 to be elected)","Bryan ""Keko"" Whittle ",2014,"Jefferson","REP",1611,10,0,10,0,0,"Councilmen"
"1773","Councilmen","City of Harahan (5 to be elected)","Carrie Wheeler ",2014,"Jefferson","REP",2100,10,0,10,0,0,"Councilmen"
"1774","Councilmen","City of Harahan (5 to be elected)","Craig Johnston ",2014,"Jefferson","REP",2141,10,0,10,0,0,"Councilmen"
"1775","Councilmen","City of Harahan (5 to be elected)","Dana Huete ",2014,"Jefferson","REP",2028,10,0,10,0,0,"Councilmen"
"1776","Councilmen","City of Harahan (5 to be elected)","Michael Maxwell ",2014,"Jefferson","REP",1131,10,0,10,0,0,"Councilmen"
"1777","Councilmen","City of Harahan (5 to be elected)","Provino ""Vinny"" Mosca ",2014,"Jefferson","REP",1580,10,0,10,0,0,"Councilmen"
"1778","Councilmen","City of Harahan (5 to be elected)","Susan Benton ",2014,"Jefferson","REP",1832,10,0,10,0,0,"Councilmen"
"1779","Councilmen","Town of Berwick (5 to be elected)","""Greg"" Roussel ",2014,"St. Mary","REP",1182,6,1,3,2,0,"Councilmen"
"1780","Councilmen","Town of Berwick (5 to be elected)","""Jacki"" Ackel ",2014,"St. Mary","REP",1183,6,1,3,2,0,"Councilmen"
"1781","Councilmen","Town of Berwick (5 to be elected)","Damon Robison ",2014,"St. Mary","NOPTY",1069,6,1,3,2,0,"Councilmen"
"1782","Councilmen","Town of Berwick (5 to be elected)","Duval H. Arthur, Jr. ",2014,"St. Mary","DEM",1124,6,1,3,2,0,"Councilmen"
"1783","Councilmen","Town of Berwick (5 to be elected)","Randal Monceaux ",2014,"St. Mary","REP",981,6,1,3,2,0,"Councilmen"
"1784","Councilmen","Town of Berwick (5 to be elected)","Troy M. Lombardo ",2014,"St. Mary","NOPTY",1126,6,1,3,2,0,"Councilmen"
"1785","Councilmen","Town of Coushatta (5 to be elected)","Arthur Lindsey ",2016,"Red River","REP",220,11,10,1,0,0,"Councilmen"
"1786","Councilmen","Town of Coushatta (5 to be elected)","Brian Nash ",2016,"Red River","DEM",378,11,10,1,0,0,"Councilmen"
"1787","Councilmen","Town of Coushatta (5 to be elected)","Chevron McDonald ",2016,"Red River","DEM",374,11,10,1,0,0,"Councilmen"
"1788","Councilmen","Town of Coushatta (5 to be elected)","Edna Mae Webb ",2016,"Red River","DEM",518,11,10,1,0,0,"Councilmen"
"1789","Councilmen","Town of Coushatta (5 to be elected)","Janice W. Lewis ",2016,"Red River","DEM",493,11,10,1,0,0,"Councilmen"
"1790","Councilmen","Town of Coushatta (5 to be elected)","John D. Henry, Jr. ",2016,"Red River","DEM",317,11,10,1,0,0,"Councilmen"
"1791","Councilmen","Town of Coushatta (5 to be elected)","Peter Drake ",2016,"Red River","DEM",503,11,10,1,0,0,"Councilmen"
"1792","Councilmen","Town of Coushatta (5 to be elected)","Reginald Prealow, Jr. ",2016,"Red River","DEM",517,11,10,1,0,0,"Councilmen"
"1793","Councilmen","Town of Coushatta (5 to be elected)","Rose Byrd ",2016,"Red River","DEM",439,11,10,1,0,0,"Councilmen"
"1794","Councilmen","Town of Coushatta (5 to be elected)","Rosetta Wilson ",2016,"Red River","DEM",351,11,10,1,0,0,"Councilmen"
"1795","Councilmen","Town of Coushatta (5 to be elected)","Virginia Calhoun ",2016,"Red River","DEM",344,11,10,1,0,0,"Councilmen"
"1796","Councilmen","Town of Golden Meadow (5 to be elected)","Ashton ""Nu"" Cheramie ",2016,"Lafourche","NOPTY",438,11,1,4,4,2,"Councilmen"
"1797","Councilmen","Town of Golden Meadow (5 to be elected)","Chet Louviere ",2016,"Lafourche","REP",241,11,1,4,4,2,"Councilmen"
"1798","Councilmen","Town of Golden Meadow (5 to be elected)","Craig Boudreaux ",2016,"Lafourche","NOPTY",359,11,1,4,4,2,"Councilmen"
"1799","Councilmen","Town of Golden Meadow (5 to be elected)","Edward ""E.J."" Verdin ",2016,"Lafourche","NOPTY",164,11,1,4,4,2,"Councilmen"
"1800","Councilmen","Town of Golden Meadow (5 to be elected)","Jody P. Cheramie ",2016,"Lafourche","OTHER",496,11,1,4,4,2,"Councilmen"
"1801","Councilmen","Town of Golden Meadow (5 to be elected)","Kip Plaisance ",2016,"Lafourche","REP",399,11,1,4,4,2,"Councilmen"
"1802","Councilmen","Town of Golden Meadow (5 to be elected)","Laci Bouziga Latiolais ",2016,"Lafourche","REP",449,11,1,4,4,2,"Councilmen"
"1803","Councilmen","Town of Golden Meadow (5 to be elected)","Lindberg ""Bap"" Lorraine ",2016,"Lafourche","OTHER",447,11,1,4,4,2,"Councilmen"
"1804","Councilmen","Town of Golden Meadow (5 to be elected)","Priscilla Mounic ",2016,"Lafourche","NOPTY",272,11,1,4,4,2,"Councilmen"
"1805","Councilmen","Town of Golden Meadow (5 to be elected)","Troy Dufrene ",2016,"Lafourche","DEM",306,11,1,4,4,2,"Councilmen"
"1806","Councilmen","Town of Golden Meadow (5 to be elected)","Willis P. Toups ",2016,"Lafourche","REP",485,11,1,4,4,2,"Councilmen"
"1807","Councilmen","Town of Keachi (5 to be elected)","Angela Toney ",2014,"De Soto","REP",59,7,3,2,1,1,"Councilmen"
"1808","Councilmen","Town of Keachi (5 to be elected)","Ashley Fisher ",2014,"De Soto","DEM",99,7,3,2,1,1,"Councilmen"
"1809","Councilmen","Town of Keachi (5 to be elected)","Audrey Rachal ",2014,"De Soto","DEM",95,7,3,2,1,1,"Councilmen"
"1810","Councilmen","Town of Keachi (5 to be elected)","David P. Toney ",2014,"De Soto","REP",49,7,3,2,1,1,"Councilmen"
"1811","Councilmen","Town of Keachi (5 to be elected)","Jeanette Avila ",2014,"De Soto","NOPTY",105,7,3,2,1,1,"Councilmen"
"1812","Councilmen","Town of Keachi (5 to be elected)","Lorice A. Pipkin ",2014,"De Soto","DEM",102,7,3,2,1,1,"Councilmen"
"1813","Councilmen","Town of Keachi (5 to be elected)","Michael Gresham ",2014,"De Soto","OTHER",105,7,3,2,1,1,"Councilmen"
"1814","Councilmen","Town of Zwolle (5 to be elected)","""Rich"" Remedies ",2014,"Sabine","DEM",309,10,10,0,0,0,"Councilmen"
"1815","Councilmen","Town of Zwolle (5 to be elected)","Allen Rivers ",2014,"Sabine","DEM",350,10,10,0,0,0,"Councilmen"
"1816","Councilmen","Town of Zwolle (5 to be elected)","Bridget Staton Lynch ",2014,"Sabine","DEM",201,10,10,0,0,0,"Councilmen"
"1817","Councilmen","Town of Zwolle (5 to be elected)","Carolyn Cutright ",2014,"Sabine","DEM",290,10,10,0,0,0,"Councilmen"
"1818","Councilmen","Town of Zwolle (5 to be elected)","Daisy Maxey ",2014,"Sabine","DEM",230,10,10,0,0,0,"Councilmen"
"1819","Councilmen","Town of Zwolle (5 to be elected)","Darlene Frazier ",2014,"Sabine","DEM",299,10,10,0,0,0,"Councilmen"
"1820","Councilmen","Town of Zwolle (5 to be elected)","Jermaine Thomas, Sr. ",2014,"Sabine","DEM",278,10,10,0,0,0,"Councilmen"
"1821","Councilmen","Town of Zwolle (5 to be elected)","Mark A. Rivers ",2014,"Sabine","DEM",244,10,10,0,0,0,"Councilmen"
"1822","Councilmen","Town of Zwolle (5 to be elected)","Martha Rivers Henderson ",2014,"Sabine","DEM",290,10,10,0,0,0,"Councilmen"
"1823","Councilmen","Town of Zwolle (5 to be elected)","Tanya Sepulvado ",2014,"Sabine","DEM",262,10,10,0,0,0,"Councilmen"
"1824","Councilmen at Large","City of Bogalusa (2 to be elected)","Frank D. ""Doug"" Ritchie ",2014,"Washington","DEM",1411,4,3,0,1,0,"Councilmen at Large"
